#--- words.txt ---------------------------------------------------------------#
#
# cagüentó database word information
#
# binarized files can be renamed using python: import os; [os.rename(f, "bw{}".format(f)) for f in os.listdir(".")]
# for rgb files: import os; [os.rename(nm, "rgb{}".format(nm)) for nm in os.listdir(".") if "png" in nm or "jpg" in nm]
# for adding writer prefix: import os; [os.rename(nm, "w01_{}".format(nm)) for nm in os.listdir(".") if "png" in nm or "jpg" in nm]
#
# format: w01_bw_01 NA 154 NA X Y W H NA A
#
#     w01_bw_01       -> word id for writer 01 and binarized image (bit depth = 8)
#                            If 'rgb', then it's a RGB image (bit depth = 24)
#                            If it uses double underscore ('__1'), then it's character image
#     ok              -> result of word segmentation
#                            ok: word was correctly
#                            er: segmentation of word can be bad
#                            NA: word segmentation has not been done
#
#     154             -> graylevel to binarize the line containing this word
#     1               -> number of components for this word (NA if it's not been done)
#     408 768 27 51   -> bounding box around this word in x,y,w,h format
#                            X   Y   W  H: bounding box has not been calculated
#     AT              -> the grammatical tag for this word, see the file tagset.txt for an explanation
#                            NA if it has not been noted
#     A               -> the transcription for this word
#
# You can comment out the next row (header if you want to read it as a table or dataframe)
id seg bin comp bb_x bb_y bb_w bb_h tag word
w09_bw_13 NA 154 NA X Y W H NA Compañero
w09_bw_14 NA 154 NA X Y W H NA Cariño
w09_bw_15 NA 154 NA X Y W H NA otoño
w09_bw_16 NA 154 NA X Y W H NA Bretaña
w09_bw_17 NA 154 NA X Y W H NA Coruña
w09_bw_18 NA 154 NA X Y W H NA Sueño
w09_bw_19 NA 154 NA X Y W H NA Acompañado
w09_bw_20 NA 154 NA X Y W H NA Pequeño
w09_bw_21 NA 154 NA X Y W H NA Campaña
w09_bw_22 NA 154 NA X Y W H NA Tamaño
w09_bw_23 NA 154 NA X Y W H NA Málaga
w09_bw_24 NA 154 NA X Y W H NA Nicaragüense
w09_bw_25 NA 154 NA X Y W H NA Plurilingüe
w09_bw_26 NA 154 NA X Y W H NA Pingüino
w09_bw_27 NA 154 NA X Y W H NA Pedigüeño
w09_bw_28 NA 154 NA X Y W H NA Bilingüe
w09_bw_29 NA 154 NA X Y W H NA Paragüitas
w09_bw_30 NA 154 NA X Y W H NA Mengüe
w09_bw_31 NA 154 NA X Y W H NA Ambigüedad
w09_bw_32 NA 154 NA X Y W H NA Agüista
w09_rgb__1 NA 154 NA X Y W H NA Ñ
w09_rgb__2 NA 154 NA X Y W H NA ñ
w09_rgb__3 NA 154 NA X Y W H NA ñ
w09_rgb__4 NA 154 NA X Y W H NA Ñ
w09_rgb_01 NA 154 NA X Y W H NA islámico
w09_rgb_02 NA 154 NA X Y W H NA ibérico
w09_rgb_03 NA 154 NA X Y W H NA cálido
w09_rgb_04 NA 154 NA X Y W H NA México
w09_rgb_05 NA 154 NA X Y W H NA Tarántula
w09_rgb_06 NA 154 NA X Y W H NA gráfica
w09_rgb_07 NA 154 NA X Y W H NA Mónaco
w09_rgb_08 NA 154 NA X Y W H NA año
w09_rgb_09 NA 154 NA X Y W H NA Español
w09_rgb_10 NA 154 NA X Y W H NA niña
w09_rgb_11 NA 154 NA X Y W H NA Daño
w09_rgb_12 NA 154 NA X Y W H NA Dueño
w09_rgb_13 NA 154 NA X Y W H NA Compañero
w09_rgb_14 NA 154 NA X Y W H NA Cariño
w09_rgb_15 NA 154 NA X Y W H NA otoño
w09_rgb_16 NA 154 NA X Y W H NA Bretaña
w09_rgb_17 NA 154 NA X Y W H NA Coruña
w09_rgb_18 NA 154 NA X Y W H NA Sueño
w09_rgb_19 NA 154 NA X Y W H NA Acompañado
w09_rgb_20 NA 154 NA X Y W H NA Pequeño
w09_rgb_21 NA 154 NA X Y W H NA Campaña
w09_rgb_22 NA 154 NA X Y W H NA Tamaño
w09_rgb_23 NA 154 NA X Y W H NA Málaga
w09_rgb_24 NA 154 NA X Y W H NA Nicaragüense
w09_rgb_25 NA 154 NA X Y W H NA Plurilingüe
w09_rgb_26 NA 154 NA X Y W H NA Pingüino
w09_rgb_27 NA 154 NA X Y W H NA Pedigüeño
w09_rgb_28 NA 154 NA X Y W H NA Bilingüe
w09_rgb_29 NA 154 NA X Y W H NA Paragüitas
w09_rgb_30 NA 154 NA X Y W H NA Mengüe
w09_rgb_31 NA 154 NA X Y W H NA Ambigüedad
w09_rgb_32 NA 154 NA X Y W H NA Agüista
